title,author,publish_date,content
Macklemore cancels Dubai show to protest UAE role in Sudan civil war,Unknown,2024-08-26 00:00:00,"Macklemore has cancelled an upcoming October concert in Dubai over the United Arab Emirates’ role “in the ongoing genocide and humanitarian crisis” in Sudan through its reported support of the paramilitary force that has been fighting government troops there.

The announcement by the US rapper reignited attention to the UAE’s role in the war gripping the African nation. While the UAE repeatedly has denied arming the Rapid Support Forces and supporting its leader Mohamed Hamdan Dagalo, UN experts reported “credible” evidence in January that the Emirates sent weapons to the RSF several times a week from northern Chad.

Sudan plunged into chaos in mid-April 2023, when long-simmering tensions between its military and paramilitary leaders broke out in the capital, Khartoum, and spread to other regions including Darfur. Estimates suggest more than 18,800 people have been killed in the fighting, while more than 10 million have fled their homes. Hundreds of thousands are on the brink of famine.

At a contentious UN security council meeting in June, Sudan’s embattled government directly accused the UAE of arming the RSF, and an Emirati diplomat angrily told his counterpart to stop “grandstanding”. The UAE has been a part of ongoing peace talks to end the fighting.

The Emirati foreign ministry offered no immediate comment on Macklemore’s public statement on Sunday, nor did the city-state’s Dubai Media Office. Organisers last week announced the show had been cancelled and refunds would be issued, without offering an explanation for the cancellation.

In a post on Saturday on Instagram, Grammy-winner Macklemore said he had a series of people “asking me to cancel the show in solidarity with the people of Sudan and to boycott doing business in the UAE for the role they are playing in the ongoing genocide and humanitarian crisis”.

Macklemore said he reconsidered the show in part over his recent, public support of Palestinians amid the ongoing Israel-Hamas war raging in the Gaza Strip. He recently has begun performing a song called Hind’s Hall, in honour of a young girl named Hind Rajab, who was killed in Gaza by Israeli forces, along with her four cousins, her aunt and uncle and two paramedics. All streaming proceeds generated from Hind’s Hall go to UN relief agency Unrwa.

HIND’S HALL. Once it’s up on streaming all proceeds to UNRWA. pic.twitter.com/QqZEKmzwZI — Macklemore (@macklemore) May 6, 2024

“I know that this will probably jeopardise my future shows in the area, and I truly hate letting any of my fans down,” he wrote. “I was really excited too. But until the UAE stops arming and funding the RSF I will not perform there.”

He added: “I have no judgment against other artists performing in the UAE. But I do ask the question to my peers scheduled to play in Dubai: If we used our platforms to mobilize collective liberation, what could we accomplish?”

The RSF formed out of the Janjaweed fighters under the then Sudanese president Omar al-Bashir, who ruled the country for three decades before being overthrown during a popular uprising in 2019. He is wanted by the international criminal court on charges of genocide and other crimes during the conflict in Darfur in the 2000s.

Dubai has tried to draw A-list performers in the city-state at a brand-new arena and other venues. However, performers in the past have acknowledged the difficulties in performing in the UAE, a hereditarily ruled federation of seven sheikhdoms in which speech is tightly controlled.

That includes the US comedian Dave Chappelle, who drew attention in May in Abu Dhabi when he referred to the Israel-Hamas war as a “genocide” and joked about the UAE’s vast surveillance apparatus."
Venezuela judge issues arrest warrant for opposition leader after disputed election,Tom Phillips,2024-09-03 00:00:00,"A Venezuelan judge on Monday issued an arrest warrant for Edmundo González, the opposition politician widely believed to have beaten President Nicolás Maduro in the recent election, for alleged crimes that could see him spend the rest of his life behind bars if convicted.

González, a 75-year-old retired diplomat, was catapulted into the eye of Venezuela’s political storm earlier this year when he agreed to challenge Maduro in the 28 July presidential election in the place of the banned opposition leader María Corina Machado.

Maduro subsequently claimed victory, without providing proof and in spite of a growing body of evidence suggesting the unpopular authoritarian actually suffered a heavy defeat because of public anger over an economic collapse that has seen millions flee abroad.

Countries including Brazil, Colombia, Mexico have refused to accept Maduro’s claim without the publication of detailed evidence while the EU last week declared the Venezuelan strongman had “no democratic legitimacy as president.”

On Monday evening, the political crisis took another dramatic turn as it emerged that the public prosecutor’s office had asked for González to be arrested for alleged crimes including criminal association, which carries a prison sentence of up to 10 years, and conspiracy, which can be punished with a 16-year sentence.

The signed request, which was published on the public prosecutor’s Instagram account, was made to a judge from a special anti-terrorism court by the prosecutor Luis Ernesto Dueñez Reyes.

Machado, the well-known opposition leader in whose place González ran, denounced the decision, accusing Venezuela’s administration of having “lost all sense of reality”.

“By threatening the president-elect, all they do is unite us further and increase support for Edmundo González among Venezuelans and in the world,” she added on social media, calling for opposition supporters to remain serene.

In an interview with the Guardian on the eve of July’s election, González vowed to build a country of prosperity, democracy and peace if he won the election. Instead, the South American country has been plunged into a moment of profound uncertainty and apprehension.

More than 1,700 people have been detained in the wake of two days of street protests sparked by Maduro’s disputed claim to have won. Maduro has given no hint he is prepared to relinquish power in the lead up to the 10 January inauguration of Venezuela’s next president and has accused Machado and González of being part of a “fascist” foreign plot to topple him.

On Sunday, human rights groups said at least 86 teenagers who were arrested during the government crackdown had been released but hundreds of prisoners have reportedly been taken to high security prisons where they are facing terrorism charges. Several key allies of Machado and González, including one of her closest confidants, the lawyer Perkins Rocha, have been captured by secret police.

González, whom Maduro’s new hard-line interior minister has publicly called a terrorist “rat”, has not been seen in public in recent weeks and his whereabouts is unknown. Machado has also gone into hiding although she has continued to appear at occasional opposition protests."
US seizes Nicolás Maduro’s jet and flies it to Florida,Edward Helmore,2024-09-02 00:00:00,"US authorities have seized Nicolás Maduro’s plane in an apparent escalation of pressure on the Venezuelan president, more than a month after his widely contested claim of victory in the country’s national elections.

US authorities confirmed on Monday they had seized Maduro’s jet in the Dominican Republic after determining it was allegedly purchased in violation of US sanctions. The plane, described by US officials as Venezuela’s equivalent to Air Force One, has been flown to Fort Lauderdale in Florida.

“This morning, the justice department seized an aircraft we allege was illegally purchased for $13m [£10m] through a shell company and smuggled out of the United States for use by Nicolás Maduro and his cronies,” the US attorney general, Merrick Garland, said in a statement.

The assistant secretary for export enforcement, Matthew Axelrod, of the Department of Commerce, said: “Let this seizure send a clear message: aircraft illegally acquired from the United States for the benefit of sanctioned Venezuelan officials cannot just fly off into the sunset.

“It doesn’t matter how fancy the private jet or how powerful the officials, we will work relentlessly with our partners here and across the globe to identify and return any aircraft illegally smuggled outside of the United States.”

The plane, a French-built Dassault Falcon 900EX with blue and red stripes and a white body, is registered in the European republic of San Marino, according to the Miami Herald. It had been in the Dominican Republic in recent months but has previously been used by Maduro for trips to St Vincent and the Grenadines, Cuba and Brazil.

Venezuela’s government said the plane’s “illegal” confiscation “cannot be considered anything apart from piracy”.

Caracas accused the US of using its economic and military power to intimidate and pressure countries such as the Dominican Republic into being “accomplices in its criminal acts”.

The seizure comes four days after the US again called on Venezuelan authorities to produce evidence proving that Maduro was the winner over the opposition candidate Edmundo González in the 28 July vote.

Washington has said there is “overwhelming evidence” that González received the most votes but Venezuelan election authorities have declined to release polling numbers, prompting unrest and a government crackdown during which more than 1,600 people have been detained.

The US state department spokesperson, Matthew Miller, said on Thursday: “In spite of repeated calls from Venezuelans and the international community, the Maduro-controlled national electoral council has failed to substantiate its announced results by producing original tally sheets, as it did following the 2013 and 2018 elections.”

skip past newsletter promotion Sign up to First Thing Free daily newsletter Our US morning briefing breaks down the key stories of the day, telling you what’s happening and why it matters Enter your email address Sign up Privacy Notice: Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Privacy Policy . We use Google reCaptcha to protect our website and the Google Privacy Policy and Terms of Service apply. after newsletter promotion

US authorities will pursue forfeiture of the plane, according to CNN. The move comes amid a broader effort to disrupt the flow of billions of dollars to the Maduro regime via judgments, seizures and the liquidation of bank accounts.

In March 2020, Maduro and 14 current or former Venezuelan officials were charged with narco-terrorism and drug trafficking. The US state department has also offered a reward of up to $15m for information leading to Maduro’s arrest or conviction.

The confiscation of the plane follows an incident earlier this year when a Venezuelan Boeing 747 cargo plane was seized in Argentina and flown to Florida. Maduro went on national television and claimed that the “evil capitalist empire” did not really want the plane, it just did not want Venezuela to have it. He said proof of that was that it was soon destroyed by “the vengeful perverse gringo empire”."
Shock as police chief taken off Bruno Pereira and Dom Phillips murder case,Tom Phillips,2024-09-02 00:00:00,"Indigenous activists and lawyers in Brazil have voiced shock and dismay after the federal police chief leading the investigation into the murders of Bruno Pereira and Dom Phillips was unexpectedly removed from the case.

Francisco Badenes, an experienced investigator, had been running the inquiry into the 2022 deaths of the Brazilian Indigenous expert and the British journalist since the second half of that year.

Pereira and Phillips were ambushed and killed near the Amazon town of Atalaia do Norte while returning from a reporting trip to the entrance of one of Brazil’s largest Indigenous territories.

Badenes was also responsible for investigating the 2019 murder of Maxciel Pereira dos Santos, an officer from the Indigenous protection agency Funai who had worked with Pereira and was killed in the nearby border city Tabatinga.

Late last month, for reasons that remain unclear, the Brasília-based investigator was taken off both cases, as well as a third scrutinising a 2020 massacre allegedly perpetrated by military police officers in another part of the Amazon.

Eliesio Marubo, a lawyer for Univaja, the Indigenous association where Pereira worked, said removing Badenes from those cases was “a big step backwards”. He feared it would hinder police investigations and efforts to combat the organised crime network suspected of committing those crimes and others.

“This is prejudicial [to the inquiry] … There needs to be a public interest justification for changing him – and I don’t see any kind of public interest justification here,” said Marubo, who was Pereira’s friend.

Thais Rego Monteiro, a lawyer who represents Santos’s family, said they were “dismayed, saddened and disheartened” by reports that Badenes – who has spent much of the last 30 years investigating murders and death squads – had been removed.

Monteiro, who did not know the reasons for the change, called Badenes a diligent, skilful and efficient investigator who had made significant breakthroughs in the Santos case after years of inaction. “[Relatives] feel downcast and really troubled at this change,” Monteiro said, calling it “an impediment to the advance and the conclusion of this investigation”.

The federal police declined to make an official comment on the changes. However, a federal police source confirmed a new investigator would take charge of the three inquiries and said they hoped the change would speed up the investigations into the murders of Phillips, Pereira and Santos.

In a statement, Univaja voiced “deep concern” over the situation and said there was “intense suspicion” over the unexplained move. The group, which is based in Atalaia do Norte, has asked the justice ministry for an urgent clarification.

Pereira and Phillips were killed while journeying along the Itaquaí River early on 5 June 2022. They had been visiting Indigenous patrol teams. These are trying to protect the Javari valley Indigenous territory, a vast expanse of rainforest reputedly containing the world’s largest concentration of isolated peoples.

The alleged murderers – a trio of fishers called Amarildo da Costa de Oliveira, Oseney da Costa de Oliveira and Jeferson da Silva Lima (also known as Pelado da Dinha) – are being held in custody in high-security prisons and are expected to face trial next year. They are suspected of committing the crime on behalf of Ruben Dario da Silva Villar, whom police have accused of running a transnational illegal fishing network that preys on those protected Indigenous lands. Villar has also been arrested and charged.

Amarildo da Costa de Oliveira and Jeferson da Silva Lima confessed to the murders in the days after Pereira and Phillips disappeared but later claimed they had acted in “self-defence” after being shot at by the Indigenous expert. Their co-accused have denied involvement in the crime.

However, Indigenous activists suspect an even bigger conspiracy could lie behind the killings of Phillips, Pereira and Santos and say criminal groups continue to operate in the remote region where they were murdered.

Marubo, who hoped Badenes would be reinstated, said he feared replacing the investigator would hamper efforts to catch the criminals responsible for the murders and for illegal poaching, drug trafficking and mining in the Javari.

“This will really make the investigation take a different course to the course that we believe will lead to the true culprits – not just for the murders of Bruno and Dom, but Maxciel too,” he said."
X goes offline in Brazil after Elon Musk’s refusal to comply with local laws,Tom Phillips,2024-08-31 00:00:00,"One of the world’s most popular social networks, X, has gone offline in Brazil – the country with the fifth largest digital population – after Elon Musk’s refusal to comply with local laws meant it was blocked by the supreme court.

Millions of Brazilian X users found themselves unable to access the network on Saturday morning as internet providers and mobile phone companies began to enforce the ban.

When the Guardian tried to access the network on its computer and mobile phone, it received a message reading: “Seems like you lost connectivity. We’ll keep retrying.”

Large numbers of Brazilians sought shelter on the rival network, Bluesky, which reported that it had gained 500,000 users in the past two days. “Welcome to Bluesky!” the company posted to its new adherents in Portuguese.

Bluesky’s new members included Felipe Neto, one of Brazil’s top social media influencers with more than 17 million X followers. “Don’t forget, when you go to another country, you’re obliged to follow its legislation, even if you disagree with it,” Neto wrote.

The banning of X, which has more than 22 million users in Brazil, is the climax of a politically charged, months-long arm wrestle between the country’s top court and the rightwing tech billionaire.

Alexandre de Moraes, the influential supreme court judge responsible for the ban, had been spearheading an attempt to force X to purge anti-democratic, far-right voices in the wake of the January 2023 uprising in the capital, Brasília, carried out by supporters of the former far-right president Jair Bolsonaro.

Musk, who has aligned himself with rightwing figures including Bolsonaro and his US ally Donald Trump, pushed back, accusing Moraes of squelching free speech and trying to censor conservative views. Musk’s public attacks on Moraes – many of them infantile and vulgar – were reminiscent of his repeated online digs at the British prime minister, Keir Starmer, during the recent far-right UK riots, which X’s owner was accused of inflaming.

The final straw before X’s blocking in Brazil came on Thursday, when Musk ignored a 24-hour deadline to name a new legal representative after the social media platform closed its local office in mid-August. In Friday’s ruling ordering the ban, Moraes accused X of treating the social network “like a no man’s land – a veritable land without law” by allowing the “massive propagation” of misinformation, hate speech and anti-democratic attacks.

Hours later, at shortly after midnight local time, Brazilian users began noticing that X had expired.

Musk ramped up his attacks on Moraes, calling the judge “Voldemort” and tweeting a meme of a dog dangling its scrotum in the face of another animal.

“He is a dictator and a fraud, not a justice,” Musk wrote on X, although Brazilian users could no longer read his words without using a virtual private network (VPN).

Prominent rightwing voices rallied to Musk’s side, underlining the growing affinity between the Brazilian far right and the world’s richest person.

“I’m going to radicalise, even it I do it on my own,” vowed Nikolas Ferreira, a prominent rightwing congressman, in the hours before X was blocked. “You are a freedom fighter,” Musk replied.

Progressive Brazilians scoffed at Musk’s claim to be defending free speech, with many celebrating the supreme court’s decision to show X’s owner that he was not above the law.

“If billionaires want to have companies that make billions in these parts, they need to learn to respect the laws. Long live the rule of law and national sovereignty,” the leftwing congresswoman Erika Hilton wrote on X late on Friday night.

In a second valedictory message, posted about half an hour before the ban came into force, Hilton announced she had relocated to Bluesky. “See you there soon,” she wrote."
Brazilian court orders suspension of Elon Musk’s X after it missed deadline,Tiago Rogero,2024-08-30 00:00:00,"The Brazilian supreme court has ordered that X be suspended in the country after the social media platform failed to meet a deadline to appoint a legal representative in the country.

Late on Friday afternoon, Justice Alexandre de Moraes – who has been engaged in a dispute with X’s owner, Elon Musk, since April – ordered the “immediate, complete and total suspension of X’s operations” in the country, “until all court orders … are complied with, fines are duly paid, and a new legal representative for the company is appointed in the country”.

He gave Brazil’s National Telecommunications Agency 24 hours to enforce the decision. Once notified, the agency must pass the order on to the more than 20,000 broadband internet providers in the country, each of which must block X.

In an interview with the TV channel Globonews, the agency’s president, Carlos Manuel Baigorri, said the order had already been passed on to internet providers.

“Since we’re talking about more than 20,000 companies, each will have its own implementation time, but … we expect that probably over the weekend all companies will be able to implement the block,” he said.

Justice Moraes also initially summoned Apple and Google to “implement technological barriers to prevent the use of the X app by users of the iOS and Android systems” and to block the use of virtual private network (VPN) applications.

However, later in the evening, the judge removed the part mentioning Apple and Google “until there is a statement from the parties [X and Musk] in the case, to avoid any potential unnecessary disruptions to third-party companies [Apple and Google]”.

The decision imposes a daily fine of R$50,000 (£6,800) on individuals and companies that attempt to continue using X via VPN.

The deadline given to X to appoint a new legal representative in the country expired at 8.07pm local time on Thursday (0.07am BST on Friday). An hour later, Elon Musk’s social network announced that it would not comply.

Musk responded on Friday by posting on X that Brazil was “shutting down the #1 source of truth” and that its “oppressive regime” was “so afraid of the people learning the truth that they will bankrupt anyone who tries”.

The dispute began in April, when Moraes ordered the suspension of dozens of accounts for allegedly spreading disinformation – a request Musk denounced as censorship.

President Luiz Inácio Lula da Silva said in a radio interview on Friday morning: “Just because the guy [Musk] has a lot of money, doesn’t mean they can disrespect you … who does he think he is?”

X, formerly known as Twitter, has been without a legal representative in Brazil since 17 August, when Musk announced that his company was shutting down its operations in the country “effective immediately” due to what it called “censorship orders” from Moraes. The service has remained available to users in the country.

Moraes’ April order to X to block some accounts stemmed from an investigation into “digital militias” who backed former president Jair Bolsonaro’s attempts to stay in power after his 2022 election defeat. After Musk refused to comply, the judge included him in his investigation.

On Wednesday, Moraes gave the company 24 hours to appoint a new legal representative in Brazil – a requirement for foreign companies operating in the country – “under penalty of immediate suspension of the social network’s activities”.

In the post announcing its non-compliance with the order, X said it “would not comply with his [Moraes’] illegal orders to censor his political opponents”.

skip past newsletter promotion Sign up to TechScape Free weekly newsletter A weekly dive in to how technology is shaping our lives Enter your email address Sign up Privacy Notice: Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Newsletters may contain info about charities, online ads, and content funded by outside parties. For more information see our Privacy Policy . We use Google reCaptcha to protect our website and the Google Privacy Policy and Terms of Service apply. after newsletter promotion

Asked on Friday about Musk’s refusal to comply, Lula said: “Any and all citizens from anywhere in the world who have investments in Brazil are subject to the Brazilian constitution and Brazilian laws.”

The president said Musk “must respect the decision of the Brazilian supreme court … If not, this country will never be sovereign”.

It was also revealed on Thursday that on 18 August – a day after Musk announced the end of X’s operations in Brazil – Moraes blocked the local bank accounts for Musk’s satellite and internet provider Starlink. The aim was to enforce fines imposed on X – as of this Friday, R$18.3m (£2.5m) – for refusing to remove profiles accused of promoting anti-democratic acts and false news.

The two firms are part of Musk’s sprawling business empire, which includes the rocket company SpaceX and the electric car company Tesla. The billionaire owns X and 40% of SpaceX and is the chief executive of Tesla.

Legal experts have criticised the Starlink decision. They argue that it is a different company (albeit one owned by the same person) and should not be held responsible for matters pertaining to X.

In an email to its clients, Starlink criticised the decision and stated: “Although this illegal request may affect our ability to receive your monthly payment … we will continue to provide services to you free of charge, if necessary.”

Starlink, which is the dominant internet provider in the Amazon, remains operational for now.

On Friday, Starlink filed a request with the supreme court to have Moraes’ decision suspended and its bank accounts unfrozen, or, if this request was denied, that the freeze be limited to the total of the fines against X. There is no indication as to when the request will be reviewed."
Severe turbulence injures seven people on United Airlines flight from Cancun,Unknown,2024-08-30 00:00:00,"Severe turbulence caused injuries to seven people on a United Airlines flight from Cancun in Mexico to Chicago and forced an emergency landing in Memphis, according to the airline.

The Boeing 737 was hit by the rough weather and forced to land on Wednesday in the latest such incident to hit the industry. One person was taken to hospital.

“United flight 1196 diverted to Memphis … after encountering a brief period of severe turbulence while the seatbelt sign was on … Paramedics met the aircraft at the gate and transported one passenger to the hospital,” the airline said in a statement.

In May a Singapore Airlines flight saw one passenger killed and 71 people injured after encountering severe turbulence. The plane dropped 54 meters in altitude in less than five seconds and diverted to Bangkok for an emergency landing.

Though such injuries are rare, experts believe severe turbulence might be becoming a more serious and frequent threat in the face of the global climate crisis and changing weather patterns. A study by the University of Reading reported that incidents of severe turbulence jumped by 55% over the past four decades as more extreme weather has become more common."
"Pope arrives in Indonesia, the first stop on longest tour of his papacy",Unknown,2024-09-03 00:00:00,"Pope Francis, 87, landed in Muslim-majority Indonesia on Tuesday for a visit dominated by inter-faith ties, at the start of an ambitious four-nation tour that will be the longest of his papacy.

The pontiff left Rome on Monday afternoon and landed in Jakarta just before midday Indonesian time, the first stop in a 12-day voyage that will also take in Papua New Guinea, East Timor and Singapore.

Covering about 32,000km (almost 20,000 miles), the tour – the longest and farthest of his 11 years leading the worldwide Catholic church – will test Francis’s increasingly fragile health. In recent weeks the pontiff has appeared in good spirits.

Catholics represent fewer than 3% of the population of Indonesia, or about eight million people, compared with the 87%, or 242 million, who are Muslim. In the officially secular country, Catholicism is one of six officially recognised religions or denominations, also including Protestantism, Buddhism, Hinduism and Confucianism.

On Thursday, Francis will meet representatives of all six at Istiqlal mosque, the largest in south-east Asia and a symbol of religious coexistence. It is linked via a “tunnel of friendship” to the cathedral across the road, where Christians in recent days have been taking selfies with a lifesize cutout of the pope.

View image in fullscreen A person poses with a cutout depicting Pope Francis at Jakarta cathedral. Photograph: Ajeng Dinar Ulfiana/Reuters

At the mosque, Pope Francis will sign a joint declaration with the grand imam, Nasaruddin Umar.

The statement will focus on “dehumanisation”, notably the spread of violence and conflict, particularly to women and children, as well as environmental degradation, according to the Indonesian bishops’ conference.

The pope has repeatedly urged the world to do more to combat climate change and mitigate its effects – including rising sea levels, which threaten the heavily polluted megalopolis of Jakarta.

Security is tight for the three-day visit, with the military, police and members of the president’s own detail among more than 4,000 law enforcement officers deployed.

A billboard declaring “Welcome Pope Francis” has been put up in central Jakarta, while the government has ordered a special stamp in his honour.

The country’s religious affairs ministry has hailed the visit as a symbol of Indonesia’s religious diversity.

“It is very important in conveying a message and showing the world that religious harmony in Indonesia is guaranteed and has been implemented,” ministry spokesman Sunanto, who goes by one name, said on Monday, according to state news agency Antara.

View image in fullscreen A woman shows samples of a new series of stamps ahead of the visit by Pope Francis to Jakarta. Photograph: Dwi Aqila/AFP/Getty Images

It is the third papal visit to Indonesia, an archipelago of 17,500 islands, after Paul VI in 1970 and John Paul II in 1989.

Despite Indonesia’s official recognition of different faiths, there are concerns about growing discrimination, including against Christians, with local Catholics hoping the pope will speak out.

Michel Chambon, a theologian and anthropologist at the National University of Singapore, said the pope would be pressing a wider message he has already delivered in other Muslim-majority countries, from Iraq to Bahrain, Turkey and Morocco.

The visit “is not really aimed at Catholics in Indonesia” but is intended to highlight the global importance of Islamic-Christian dialogue, he told AFP.

Francis will meet the outgoing president, Joko Widodo, during his visit and hold meetings with young people, diplomats and clergy. He will also preside over a mass in an 80,000-seat stadium, one of several such events during the tour, the 45th overseas trip of his papacy.

Originally planned for 2020 but postponed due to the Covid pandemic, the visit takes place three months before his 88th birthday.

The pope has come to routinely use a wheelchair to move around, underwent hernia surgery in 2023 and has been plagued by respiratory issues.

He has not travelled abroad since visiting Marseille in France in September 2023, having cancelled a planned address at UN climate talks in Dubai two months later.

He will be travelling to Indonesia with his personal doctor and two nurses, but Vatican spokesman Matteo Bruni said that was normal and no extra precautions were in place."
"If China wants Taiwan it should also reclaim land from Russia, says president",Helen Davidson,2024-09-02 00:00:00,"If the Chinese Communist party truly believes it has a territorial claim to Taiwan, then it should also be trying to take back land from Russia, Taiwan’s president, Lai Ching-te, has said.

Lai made the remark in an interview to local media on Sunday, noting Beijing’s very different approach to two similar historical moments of territorial loss.

Under the rule of Xi Jinping, the CCP claims Taiwan is a Chinese province run by illegal separatists, and he has vowed to annex Taiwan under what it calls “reunification”.

Beijing says Taiwan has been part of China since “ancient times” but was taken by Japan during the “century of humiliation”, the period between 1839 and 1949 during which China was repeatedly subject to defeat and subjugation. Complete restoration of China’s losses in that time is a driving narrative of the CCP, and today is largely focused on Taiwan.

However, Lai, who was elected president in January, noted that China also lost land to Russia during that period but was not making any effort to take it back. He said this showed Beijing’s plans to annex Taiwan – which it has not ruled out using force to achieve – were not driven by territorial integrity.

“If it is for the sake of territorial integrity, why doesn’t it take back the lands occupied by Russia that were signed over in the treaty of Aigun? Russia is now at its weakest, right?” he said, referencing an 1858 treaty in which Russia annexed about 1m sq km of Chinese territory, including Haishengwei – today known as Vladivostok.

“You can ask Russia (for the land back) but you don’t. So it’s obvious they don’t want to invade Taiwan for territorial reasons,” Lai said.

He said Beijing’s true motivations were geopolitical, wanting to change the world order in its favour. Taiwan is a major island in the first island chain of the Pacific, and control would give the CCP highly strategic access and passage, as well as increased control of the Taiwan strait.

Wen-ti Sung, a China analyst at the Australian National University, said the treaty of Aigun was China’s most humiliating defeat of the 20th century, in terms of total land area lost, but noted that Chinese officials had repeatedly attended Russian economic forums in Vladivostok, “thereby conferring legitimacy to Russian rule over the territory”.

“If the driver of Chinese ambition towards Taiwan is to bring the ‘century of humiliation’ to a complete end then you’d expect China to prioritise taking back from Russia the land lost in the treaty of Aigun,” Sung said.

“But Beijing is not, and barely ever talks about it, let alone gets anywhere near talk that it will recover those territories ‘by force if necessary’.”

The Qing, China’s largest and last imperial dynasty, signed over Taiwan to Japan in 1895 in another “unequal” treaty, and in 1945 at the end of the second world war it was handed over to the Republic of China government, which fled China in 1949 after being defeated by the Communists in the Chinese civil war, establishing an authoritarian government in exile on Taiwan.

Taiwan transitioned to democracy in the late 1980s, and is one of Asia’s most vibrant. Its elected government says Taiwan is a sovereign nation and that its future is for its people, not the CCP, to decide.

China’s government is yet to respond to Lai’s remarks.

Chi-hui Lin and Reuters contributed to this report"
North Korean table tennis players may be punished for Olympic podium selfie with rivals from South,Justin Mccurry,2024-09-02 00:00:00,"For most observers, it was proof of sport’s ability, if only for a fleeting moment, to bring people together – even when they live on opposite sides of one of the world’s most heavily armed borders.

But one of the most celebrated images of the Paris Olympics – a selfie taken by medal-winning table tennis players from either side of the divided Korean peninsula – appears to have landed the North Korea duo in trouble back home.

In a rare moment of Korean-style ping-pong diplomacy, the South Korean mixed doubles players Lim Jong-hoon and Shin Yu-bin and the North Korean pairing Kim Kum-yong and Ri Jong-sik beamed as they posed for a selfie on the podium after receiving their bronze and silver medals at the South Paris Arena last month. The Chinese gold medallists, Wang Chuqin and Sun Yingsha, also appear in the photos.

One of the images was posted to the Games’ official Instagram site, where it drew hundreds of thousands of likes, while People magazine named it as one of the Olympics’ top 12 moments of sportsmanship in Paris.

But this week media reports claimed that Kim and Ri had been placed under “ideological scrutiny”. The Daily NK, a North Korea-focused website based in Seoul, quoted a high-ranking source in Pyongyang as saying that athletes and members of the North Korean Olympic Committee had been undergoing a month-long “ideological scrubbing” since returning home in mid-August – reportedly standard procedure for sportsmen and women who have been exposed to life outside the communist state.

The website reported the country’s athletes had been instructed not to interact with fellow competitors from other countries, including the South, and were warned that “fraternisers” could face punishment.

The table tennis players were reportedly singled out for criticism in a report submitted to officials for “grinning” as they posed alongside athletes from a country the regime has described as its “number one enemy”.

The selfie was snapped at a time of heightened tensions between the two Koreas, whose 1950-53 conflict ended in a truce but not a peace treaty. The North recently protested against joint military exercises involving the South Korean, US and Japanese forces, while growing cooperation between the North’s leader, Kim Jong-un, and Russian president Vladimir Putin have caused alarm across the region.

It isn’t clear what, if any, sanctions the table tennis players could face. That, the Korea Times suggested, could depend on how much remorse they show for momentarily lowering their guard in Paris.

North Korean athletes returning from international competitions undergo a three-stage “ideological review” that ends with self-reflection sessions by team members, in which they are expected to criticise “inappropriate behaviour” among their teammates, as well as reflecting on their own actions, the Korea Times said.

The newspaper quoted a source as saying that heartfelt expressions of contrition can spare athletes “political or administrative punishments”, the nature of which is unclear.

Human Rights Watch said the reports “demonstrate the North Korean government’s efforts to control behaviour beyond its borders.

“The International Olympic Committee … has a responsibility to protect athletes from all forms of harassment and abuse, as set out in the Olympic Charter,” it said in a statement. “North Korean athletes should not fear retribution for actions at the Games, not least when their actions embody the values of respect and friendship, on which the Olympic movement is built.”

While Kim and Ri won a silver medal, other athletes have reportedly been punished for underperforming.

The Daily NK cited the case of the North Korean football team, who were knocked out of the 2010 World Cup in South Africa after losing all three of their group games and conceding 12 goals.

The players were reportedly subjected to a six-hour excoriation for “betraying” the communist nation’s ideological struggle, while their coach, Kim Jung-hun, was forced to work on a building site."
